sample_id,party_name,source_url,evidence_id,excerpt,manual_label,manual_note
S011,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560925,ion de primera de vivienda por jovenes o personas con discapacidad pagina 38 de 125 adquisicion de vivienda por parte de mujeres victimas de violencia de genero adquisicion de viviendas en nucleos rurales adquisicion de vivienda por familias numerosas con ampliacion de superficie habitable 2 establecer un tipo general ,,
S012,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560926,cial de asturias pagina 10 de 125 2 el cambio para la recuperacion economica y la creacion de empleo 21 politicas de empleo foro asturias centrara su accion en tres aspectos fundamentales y muy relacionados favorecer el empleo mejorar su calidad y fortalecer su seguridad los grandes objetivos de foro asturias son 1 pot,,
S013,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560927,adas en la ejecucion y culminacion de estas obras asegurando la entrada en funcionamiento de las nuevas instalaciones sanitarias a lo largo de la proxima legislatura 2 se acometera un plan de inversiones plurianual para realizar las reformas de los centros de salud y consultorios que tienen pendientes actuaciones para ,,
S014,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560928,e sentido los convenios de acciones formativas con compromiso de contratacion en empresas privadas y las practicas no laborales se configuraran como otra alternativa a esa primera experiencia laboral de los jovenes 5 se reforzara la movilidad internacional dentro del bachillerato la formacion profesional y la universid,,
S015,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560929,os suelo industrial suficiente y con buenos accesos a infraestructuras de transporte y unas conexiones de calidad a nivel de telecomunicaciones estas zonas tambien deben estar dotadas de redes de servicios adecuadas y a precios competitivos todos estos factores son decisivos para la localizacion de nuevas iniciativas e,,
S016,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560930,icas que llegue a todos los lugares sin ella solo habra desertizacion empresarial fuera de los grandes nucleos implicar y formar a los empleados publicos un activo fundamental sin los cuales no se podra llevara a cabo 6 impulsaremos una administracion menos burocratizada con una ambiciosa reforma que garantice la simpl,,
S017,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560931,monizar los tipos impositivos con los del resto de los territorios de espana es fundamental para no obstaculizar el asentamiento de las empresas que puedan complementarse mutuamente con el tejido empresarial asturiano 3 facilitaremos suelo industrial suficiente y con buenos accesos a infraestructuras de transporte y un,,
S018,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560932,te en materia de administracion de justicia foro asturias procurara una mejora real de este servicio publico sobre la base de los siguientes principios un servicio publico de calidad al servicio de los administrados una justicia profesional y altamente cualificada y una justicia tecnologicamente avanzada para ello desd,,
S019,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560935,turismo que antes se indico 2 dirigiremos un programa de capacitacion integral al personal idiomas tics venta trato con el cliente etc mediante acciones de formacion y reciclaje profesional mejorando el servicio en este campo las asociaciones y colectivos profesionales deberian jugar un papel fundamental canalizador bi,,
S020,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560936,dores mas cualificados que se ven obligados a emigrar 3 invertir la perdida de poblacion activa una de las mayores limitaciones del mercado laboral asturiano 4 mejorar la formacion y la cualificacion tecnica y laboral 5 crear empleo para las mujeres como medida de avance en la igualdad de oportunidades 6 impulsar la cr,,
S021,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561264,deberan establecerse fondos de pensiones privados para complementar los publicos asi como promover aportaciones claramente definidas a traves de regimenes fiscales favorables 354 deben adoptarse medidas adicionales para incrementar la tasa de ocupacion en especial entre aquellos grupos de la poblacion cuyo potencial es,,
S022,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561266,e poder lograr su desarrollo personal en libertad e igualdad independientemente de su origen genero edad raza orientacion sexual nacionalidad religion creencias situacion social o salud justicia 117 a partir de la idea de justicia se deriva el hecho que es preciso garantizar en todo momento las condiciones necesarias p,,
S023,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561267,ntre los jovenes al mismo tiempo europa debe intensificar los incentivos a las personas de mas talento a fin de disminuir la fuga de cerebros hacia el otro lado del atlantico educacion e investigacion 343 creemos que la educacion superior debe ser un asunto politico fundamental a nivel de la ue ya que es la unica maner,,
S024,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561268,ementar la eficiencia energetica promover fuentes de energia con bajas emisiones de gases de efecto invernadero y diversificar las fuentes como tambien las vias de suministro energetico el continuo aumento mundial de la demanda de energia provocara precios cada vez mas altos y disminucion de las reservas por lo tanto e,,
S025,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561269,versidad y contribuir a la conservacion y regeneracion de los recursos naturales aire agua y suelo 348 la dependencia de combustibles fosiles provenientes de zonas politicamente inestables es otra razon fundamental para incrementar la eficiencia energetica promover fuentes de energia con bajas emisiones de gases de efe,,
S026,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561270,o tambien importante dadas las nuevas responsabilidades adquiridas en el ambito del mantenimiento de la paz la gestion de crisis y la lucha contra el terrorismo ademas de las amenazas a nuestros medios convencionales de transporte y comunicacion reforzar nuestra defensa contra las amenazas en las redes de internet madi,,
S027,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561274,r una economia basada en el conocimiento y ser competitivos en todo el mundo una de las prioridades en dicho ambito consiste en impulsar constantemente politicas en materia de educacion superior e investigacion asi como fomentar el proceso de modernizacion de los estados miembros en este campo 344 la ue debe promover u,,
S028,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561275,difusos de los ciudadanos hacen que las instituciones de gobierno rindan cuenta de sus acciones integran a los ciudadanos en el proceso politico y promueven ideales democraticos por lo tanto los partidos politicos deben fomentar la igualdad entre hombres y mujeres asi como la diversidad en todas sus listas electorales ,,
S029,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560844,force within the european commission and european council it is also largely represented on the ground at local and regional level more than any other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first and second c,,
S030,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560849,ations of european integration our europe has always relied on shared energy today with the consequences of the russian war of aggression in ukraine and the systemic competition with china this is all the more important we will invest more in the development of electricity and gas network interconnections between eu me,,
S031,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560855,es asturias palencia leon antano polos boyantes son cada vez mas entornos desatendidos y sin futuro la desindustrializacion y desvertebracion de espana son dos fenomenos correlativos que ademas afectan al problema de la vivienda la concentracion de las oportunidades en cuatro o cinco ciudades ha llevado a una hiper con,,
S032,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560858,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y,,
S033,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560865,nos los enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa ec,,
