sample_id,party_name,source_url,evidence_id,excerpt,manual_label,manual_note
S020,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560935,turismo que antes se indico 2 dirigiremos un programa de capacitacion integral al personal idiomas tics venta trato con el cliente etc mediante acciones de formacion y reciclaje profesional mejorando el servicio en este campo las asociaciones y colectivos profesionales deberian jugar un papel fundamental canalizador bi,,
S021,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561266,e poder lograr su desarrollo personal en libertad e igualdad independientemente de su origen genero edad raza orientacion sexual nacionalidad religion creencias situacion social o salud justicia 117 a partir de la idea de justicia se deriva el hecho que es preciso garantizar en todo momento las condiciones necesarias p,,
S022,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561267,ntre los jovenes al mismo tiempo europa debe intensificar los incentivos a las personas de mas talento a fin de disminuir la fuga de cerebros hacia el otro lado del atlantico educacion e investigacion 343 creemos que la educacion superior debe ser un asunto politico fundamental a nivel de la ue ya que es la unica maner,,
S023,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561268,espaldamos plenamente la independencia del banco central europeo bce y su objetivo basico de procurar la estabilidad de precios en los paises de la eurozona las reducidas tasas de inflacion garantizadas por el bce favorecen la estabilidad del poder adquisitivo de nuestros ciudadanos apoyamos las medidas adoptadas por e,,
S024,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561270,l de europa se ve amenazada de manera nunca vista hasta ahora en especial en lo que atane a nuestra estructura demografica educacion ritmo de investigacion y desarrollo y falta de movilidad geografica y por si esto fuera poco se ha hecho evidente muy a nuestro pesar en nuestros actuales modelos de excesivo gasto public,,
S025,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561275,la union europea a los ciudadanos europa en un mundo globalizado 305 una de las consecuencias de la creciente interconexion de nuestras sociedades y economias es el hecho que la accion europea es necesaria no solo para crear un mercado interior y una comunidad de derecho sino tambien para reforzar la libertad la iguald,,
S026,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560844,force within the european commission and european council it is also largely represented on the ground at local and regional level more than any other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first and second c,,
S027,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560846,reasingly complex cross border and multi faceted crises that often occur simultaneously we want to create a civil protection union force linked to strategic reserves of food water medicines and medical equipment in a spirit of solidarity to support our member states in times of crisis fires that destroy our forests and,,
S028,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560847,king at the risks to and needs of each ecosystem in this transition the core aim will be to support every sector in building its business model for the decarbonisation of industry because we believe that this transition is essential for our future competitiveness in europe from wind to steel from batteries to electric ,,
S029,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560848,r food supply in the long term climate protection biodiversity and sustainable landscape conservation can be achieved only with and not against farmers protecting biodiversity and precious resources such as water air and forests is our insurance for the future we want to strengthen europes resilience to droughts which ,,
S030,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560849,ations of european integration our europe has always relied on shared energy today with the consequences of the russian war of aggression in ukraine and the systemic competition with china this is all the more important we will invest more in the development of electricity and gas network interconnections between eu me,,
S031,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560855,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,,
S032,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560857,ades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y de educacion sin perjuicio de que el objetivo ultimo de vox sea la recuperacion completa de todas estas competencias y la el,,
S033,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560858,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y,,
S034,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560862,ceder a tramitar de forma preferente y urgente la inmediata expulsion de todos los inmigrantes que accedan ilegalmente a nuestra nacion de aquellos inmigrantes legales que cometan delitos graves o hagan del delito leve su forma de vida asi como de aquellos que decidan no integrarse con ese criterio revisar todas las re,,
S035,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560864,e anos de la familia en espana como principales criterios de asignacion de viviendas en el alquiler prohibir el arrendamiento a inmigrantes ilegales y perseguir el empadronamiento fraudulento de los mismos en la compra atajar la adquisicion masiva de vivienda por capital extranjero estableciendo una fiscalidad diferenc,,
S036,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560865,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,,
S037,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561005,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,,
S038,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561007,ades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y de educacion sin perjuicio de que el objetivo ultimo de vox sea la recuperacion completa de todas estas competencias y la el,,
S039,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561008,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y,,
S040,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561012,ceder a tramitar de forma preferente y urgente la inmediata expulsion de todos los inmigrantes que accedan ilegalmente a nuestra nacion de aquellos inmigrantes legales que cometan delitos graves o hagan del delito leve su forma de vida asi como de aquellos que decidan no integrarse con ese criterio revisar todas las re,,
