sample_id,party_name,source_url,evidence_id,excerpt,manual_label,manual_note
S011,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560925,ion de primera de vivienda por jovenes o personas con discapacidad pagina 38 de 125 adquisicion de vivienda por parte de mujeres victimas de violencia de genero adquisicion de viviendas en nucleos rurales adquisicion de vivienda por familias numerosas con ampliacion de superficie habitable 2 establecer un tipo general,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S012,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560926,a los trabajadores desempleados 5 de igual modo reforzaremos las funciones de orientacion desempenadas por asociaciones y entidades sin animo de lucro que veran ampliadas sus competencias y asignaciones presupuestarias impulsaremos tambien el papel de las medidas de acompanamiento al empleo de esta forma se completara,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S013,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560927,o boton sos etc 11 reforzaremos las plantillas de acuerdo a la normativa vigente sobre contratacion para garantizar la cobertura asistencial adecuada en cada nivel con el objetivo de no sobrecargar a los trabajadores 12 impulsaremos la implantacion definitiva de las diferentes especialidades de enfermeria geriatria sal,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S014,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560928,or anadido del producto y la localizacion de las empresas en el territorio del principado de asturias 3 incentivar la innovacion tecnologica en las fases de transformacion y comercializacion de los productos pesqueros 4 facilitar el acercamiento de las empresas de transformacion y comercializacion de los productos pesq,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S015,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560929,stas zonas tambien deben estar dotadas de redes de servicios adecuadas y a precios competitivos todos estos factores son decisivos para la localizacion de nuevas iniciativas empresariales capaces de atraer inversiones 4 promoveremos un nuevo marco regulatorio energetico que sea estable a precios competitivos y duradero,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S016,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560930,icas que llegue a todos los lugares sin ella solo habra desertizacion empresarial fuera de los grandes nucleos implicar y formar a los empleados publicos un activo fundamental sin los cuales no se podra llevara a cabo 6 impulsaremos una administracion menos burocratizada con una ambiciosa reforma que garantice la simpl,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S017,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560931,e sentido los convenios de acciones formativas con compromiso de contratacion en empresas privadas y las practicas no laborales se configuraran como otra alternativa a esa primera experiencia laboral de los jovenes 5 se reforzara la movilidad internacional dentro del bachillerato la formacion profesional y la universid,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S018,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560932,a base de los siguientes principios un servicio publico de calidad al servicio de los administrados una justicia profesional y altamente cualificada y una justicia tecnologicamente avanzada para ello desde foro asturias proponemos 1 elevar justicia al rango de consejeria para poner de relieve la asuncion de las compete,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S019,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560935,turismo que antes se indico 2 dirigiremos un programa de capacitacion integral al personal idiomas tics venta trato con el cliente etc mediante acciones de formacion y reciclaje profesional mejorando el servicio en este campo las asociaciones y colectivos profesionales deberian jugar un papel fundamental canalizador bi,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S020,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560936,vertir la perdida de poblacion activa una de las mayores limitaciones del mercado laboral asturiano 4 mejorar la formacion y la cualificacion tecnica y laboral 5 crear empleo para las mujeres como medida de avance en la igualdad de oportunidades 6 impulsar la creacion de empresas en asturias a para favorecer el empleo,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S021,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561264,deberan establecerse fondos de pensiones privados para complementar los publicos asi como promover aportaciones claramente definidas a traves de regimenes fiscales favorables 354 deben adoptarse medidas adicionales para incrementar la tasa de ocupacion en especial entre aquellos grupos de la poblacion cuyo potencial es,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S022,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561266,e poder lograr su desarrollo personal en libertad e igualdad independientemente de su origen genero edad raza orientacion sexual nacionalidad religion creencias situacion social o salud justicia 117 a partir de la idea de justicia se deriva el hecho que es preciso garantizar en todo momento las condiciones necesarias p,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S023,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561267,r debe ser un asunto politico fundamental a nivel de la ue ya que es la unica manera de crear una economia basada en el conocimiento y ser competitivos en todo el mundo una de las prioridades en dicho ambito consiste en impulsar constantemente politicas en materia de educacion superior e investigacion asi como fomentar,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S024,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561268,ementar la eficiencia energetica promover fuentes de energia con bajas emisiones de gases de efecto invernadero y diversificar las fuentes como tambien las vias de suministro energetico el continuo aumento mundial de la demanda de energia provocara precios cada vez mas altos y disminucion de las reservas por lo tanto e,true_positive,posicion declarada de apoyo a medidas BCE | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S025,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561269,versidad y contribuir a la conservacion y regeneracion de los recursos naturales aire agua y suelo 348 la dependencia de combustibles fosiles provenientes de zonas politicamente inestables es otra razon fundamental para incrementar la eficiencia energetica promover fuentes de energia con bajas emisiones de gases de efe,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S026,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561274,r una economia basada en el conocimiento y ser competitivos en todo el mundo una de las prioridades en dicho ambito consiste en impulsar constantemente politicas en materia de educacion superior e investigacion asi como fomentar el proceso de modernizacion de los estados miembros en este campo 344 la ue debe promover u,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S027,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560844,force within the european commission and european council it is also largely represented on the ground at local and regional level more than any other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first and second c,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S028,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560849,ations of european integration our europe has always relied on shared energy today with the consequences of the russian war of aggression in ukraine and the systemic competition with china this is all the more important we will invest more in the development of electricity and gas network interconnections between eu me,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S029,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560854,force within the european commission and european council it is also largely represented on the ground at local and regional level more than any other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first and second c,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S030,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560994,force within the european commission and european council it is also largely represented on the ground at local and regional level more than any other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first and second c,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S031,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560855,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S032,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560858,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S033,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560862,ceder a tramitar de forma preferente y urgente la inmediata expulsion de todos los inmigrantes que accedan ilegalmente a nuestra nacion de aquellos inmigrantes legales que cometan delitos graves o hagan del delito leve su forma de vida asi como de aquellos que decidan no integrarse con ese criterio revisar todas las re,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S034,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560865,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,true_positive,plan nacional del agua explicito | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S035,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561005,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,true_positive,plan nacional del agua explicito | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S036,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561008,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y,true_positive,medidas de reduccion de gasto y central de compras | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S037,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561012,ceder a tramitar de forma preferente y urgente la inmediata expulsion de todos los inmigrantes que accedan ilegalmente a nuestra nacion de aquellos inmigrantes legales que cometan delitos graves o hagan del delito leve su forma de vida asi como de aquellos que decidan no integrarse con ese criterio revisar todas las re,true_positive,medidas explicitas de expulsion/revision normativa | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S038,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561015,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S039,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561145,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S040,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561148,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y,true_positive,ai_ops_271_manual_review_fill | carry_forward:programas_support_precision_manual_labels_fill_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
