sample_id,party_name,source_url,evidence_id,excerpt,manual_label,manual_note
S011,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560925,violencia de genero adquisicion de viviendas en nucleos rurales adquisicion de vivienda por familias numerosas con ampliacion de superficie habitable 2 establecer un tipo general en la modalidad impositiva de actos juridicos documentados sobre copias de escrituras y actas notariales,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S012,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560926,ampliadas sus competencias y asignaciones presupuestarias impulsaremos tambien el papel de las medidas de acompanamiento al empleo de esta forma se completara por estas dos vias empresa y entidades sin fin de lucro un programa orientador y de insercion realmente,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S013,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560927,la implantacion definitiva de las diferentes especialidades de enfermeria geriatria salud mental etc 13 crearemos plazas de geriatria en todas las areas sanitarias como referentes y consultores de los medicos de atencion primaria y especializada pagina 47 de 125 14,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S014,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560928,5 poner en marcha programas de difusion y potenciacion de imagen de las empresas de transformacion y comercializacion asturianas basadas en productos locales de cal,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S015,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560929,la energia nuestras principales industrias el estan seriamente amenazadas de deslocalizacion por los diferenciales de costes energ,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S016,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560930,publicos un activo fundamental sin los cuales no se podra llevara a cabo 6 impulsaremos una administracion menos burocratizada con una ambiciosa reforma que garantice la simplificacion administrativa y la agilidad de los procedimientos e energia en el marco de,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S017,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560931,empresas privadas y las practicas no laborales se configuraran como otra alternativa a esa primera experiencia laboral de los jovenes 5 se reforzara la movilidad internacional dentro del bachillerato la formacion profesional y la universidad con un nuevo paquete de,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S018,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560932,justicia tecnologicamente avanzada para ello desde foro asturias proponemos 1 elevar justicia al rango de consejeria para poner de relieve la asuncion de las competencias y forzar el escrutinio publico y parlamentario de las politicas dirigidas a su modernizacion 2,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S019,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560935,creativa fomentando la adaptacion de los artesanos a los nuevos medios tecnicos asi como la ensenanza de tecnicas de trabajo tradicionales preten,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S020,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560936,vertir la perdida de poblacion activa una de las mayores limitaciones del mercado laboral asturiano 4 mejorar la formacion y la cualificacion tecnica y laboral 5 crear empleo para las mujeres como medida de avance en la igualdad de oportunidades,true_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S021,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561264,los retos futuros del mercado laboral es decir los formados por los trabajadores de mas 48 49 edad los jovenes y las mujeres,false_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S022,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561266,o salud justicia 117 a partir de la idea de justicia se deriva el hecho que es preciso garantizar en todo momento las condiciones necesarias para que las personas y sus comunidades e,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S023,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561267,ya que es la unica manera de crear una economia basada en el conocimiento y ser competitivos en todo el mundo una de las prioridades en dicho ambito consiste en impulsar constantemente politicas en materia de educacion superior e investigacion,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S024,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561268,de suministro energetico el continuo aumento mundial de la demanda de energia provocara precios cada vez mas altos y disminucion de las reservas por lo tanto es preciso buscar nuevas vias para garantizar la seguridad energetica de nuestros ciudadanos y,true_positive,posicion declarada de apoyo a medidas BCE | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S025,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561269,promover fuentes de energia con bajas emisiones de gases de efecto invernadero y diversificar las fuentes como tambien las vias de suministro energetico el continuo aumento mundial de la demanda de energia provocara precios cada vez mas altos y di,true_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S026,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561274,constantemente politicas en materia de educacion superior e investigacion asi como fomentar el proceso de modernizacion de los estados miembros en este campo 344 la ue debe promover una inversion continua y acertada en los sistemas de educacion superior y,true_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S027,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560844,should be no first and second class citizens we want to close economic social and territorial disparities regional and local budgets play a prominent part in supporting the national contributions to the eu b,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S028,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560849,we will invest more in the development of electricity and gas network interconnections between eu member states in order to create a more united and efficient energy union we will encourage investments to integrate further the european electricity and gas,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S029,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560854,other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first and second class citizens we want to close economic social and territorial,true_positive,manual_ai_ops_261 | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S030,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1561123,represented on the ground at local and regional level more than any other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first,true_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv
S031,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560855,unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economico y de vivienda comun asegurando la interconexion de todas las cuencas que,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S032,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560858,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S033,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560862,legales que cometan delitos graves o hagan del delito leve su forma de vida asi como de aquellos que decidan no integrarse con ese criterio revisar todas las regularizaciones de inmigrantes ilegales l,true_positive,propuesta programatica accionable en concern relevante | carry_forward:programas_support_precision_stratified_sample_20260228.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S034,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560865,el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economico,true_positive,plan nacional del agua explicito | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S035,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561005,todas las cuencas que permita una gestion mas eficiente del agua y pueda servir para reactivar economicamente a nuestro sector primario asi como para impulsar y modernizar los regadi,true_positive,plan nacional del agua explicito | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S036,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561012,ceder a tramitar de forma preferente y urgente la inmediata expulsion de todos los inmigrantes que accedan ilegalmente a nuestra nacion de aquellos inmigrantes legales que cometan delitos graves o hagan del delito leve su forma de vida asi como,true_positive,medidas explicitas de expulsion/revision normativa | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S037,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561148,minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y de educacion sin perjuicio de que el objetivo ultimo de vox sea la recuperacion completa de todas estas competencias y la eliminacion del,true_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S038,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561155,impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economico y de vivienda comun asegurando la interconexion de todas las cuencas que permita una gestion mas eficiente del agua y pueda servir para reactivar,true_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S039,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561281,una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y de educacion sin perjuicio de que el objetivo ultimo de vox sea la recuperacion completa de todas estas competencias y la eliminacion del estado autonomico se elimi,true_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
S040,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1561282,perseguir el empadronamiento fraudulento de los mismos en la compra atajar la adquisicion masiva de vivienda por capital extranjero estableciendo una fiscalidad diferenciada para compradores no comunitarios la,true_positive,ai-ops-266:manual_review | carry_forward:programas_support_precision_sample_labeled_latest.csv | carry_forward:programas_support_precision_sample_labeled_latest.csv
