batch_id,policy_event_id,event_date,title,summary,source_id,source_url,domain_hint,candidate_axes_json
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251223-referencia-rueda-de-prensa-ministros.aspx,2025-12-23,Referencia del Consejo de Ministros,"El Consejo de Ministros ha aprobado un acuerdo por el que se establecen las obligaciones de servicio público que deberá cumplir el operador postal Correos y Telégrafos S.A. en las elecciones autonómicas convocadas para el próximo 8 de febrero de 2026 en la Comunidad Autónoma de Aragón. Para el normal desarrollo de este proceso electoral, el operador postal Correos deberá hacer frente a unas obligaciones previstas en la Ley Orgánica 5/1985, de 19 de junio, de Régimen Electoral General, y que son las siguientes:",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251223-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251216-referencia-rueda-de-prensa-ministros.aspx,2025-12-16,Referencia del Consejo de Ministros,"El Consejo de Ministros ha autorizado una transferencia de crédito por importe de 235.275.064,67 euros al Servicio 50 del Ministerio de Economía, Comercio y Empresa, para financiar las medidas aprobadas para el Componente 32 'Apoyo a la recuperación y la resiliencia en respuesta a los desastres naturales', del Plan de Recuperación, Transformación y Resiliencia (PRTR).",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251216-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251209-referencia-rueda-de-prensa-ministros.aspx,2025-12-09,Referencia del Consejo de Ministros,"El Consejo de Ministros ha aprobado un acuerdo por el que se autoriza un crédito extraordinario vinculado al Mecanismo de Recuperación y Resiliencia (MRR) en el Centro Español de Metrología, por un importe de 8.417.335,74 euros, en cumplimiento del artículo 37.3 del Real Decreto-ley 36/2020, de 30 de diciembre, por el que se aprueban medidas urgentes para la modernización de la Administración Pública y para la ejecución del Plan de Recuperación, Transformación y Resiliencia.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251209-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251202-referencia-rueda-de-prensa-ministros.aspx,2025-12-02,Referencia del Consejo de Ministros,"El Consejo de Ministros ha aprobado el Acuerdo por el que se fijan los objetivos de estabilidad presupuestaria y de deuda pública para el conjunto de Administraciones Públicas y de cada uno de sus subsectores para el período 2026-2028 para su remisión a las Cortes Generales, y el límite de gasto no financiero del presupuesto del Estado para 2026.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251202-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251125-referencia-rueda-de-prensa-ministros.aspx,2025-11-25,Referencia del Consejo de Ministros,"El Consejo de Ministros ha aprobado en primera vuelta el Anteproyecto de Ley de modificación de la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido, por la que se transpone parcialmente la Directiva (UE) 2025/516 del consejo, de 11 de marzo de 2025 por la que se modifica la Directiva 2006/112/CE en lo que respecta a las normas del IVA en la era digital (Directiva ViDA 'VAT in the Digital Age').",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251125-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251118-referencia-rueda-de-prensa-ministros.aspx,2025-11-18,Referencia del Consejo de Ministros,"El Consejo de Ministros ha aprobado el Acuerdo por el que se fijan los objetivos de estabilidad presupuestaria y de deuda pública para el conjunto de Administraciones Públicas y de cada uno de sus subsectores para el período 2026-2028 para su remisión a las Cortes Generales, y el límite de gasto no financiero del presupuesto del Estado para 2026.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251118-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251111-referencia-rueda-de-prensa-ministros.aspx,2025-11-11,Referencia del Consejo de Ministros,"El Consejo de Ministros ha aprobado un acuerdo por el que se autoriza la aplicación del Fondo de Contingencia por importe de 11.134.288,02 euros y la concesión de un suplemento de crédito en el Ministerio de Inclusión, Seguridad Social y Migraciones para la financiación de las bonificaciones de cuotas empresariales por tripulantes de buques especificados en la Ley 19/1994, de Régimen Económico y Fiscal de Canarias.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251111-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251104-referencia-rueda-de-prensa-ministros.aspx,2025-11-04,Referencia del Consejo de Ministros,"El Consejo de Ministros ha autorizado una transferencia de crédito por importe de 27.636.185,21 euros al Ministerio de Agricultura, Pesca y Alimentación para financiar las medidas que se establecen el Real Decreto 939/2025, de 21 de octubre, por el que se regula la concesión directa de ayudas para compensar los daños producidos sobre la actividad agraria por los grandes incendios acaecidos en 2025.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251104-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251028-referencia-rueda-de-prensa-ministros.aspx,2025-10-28,Referencia del Consejo de Ministros,,moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251028-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251021-referencia-rueda-de-prensa-ministros.aspx,2025-10-21,Referencia Consejo de Ministros,"El Consejo de Ministros ha aprobado un acuerdo por el que se autoriza la aplicación del Fondo de Contingencia por importe de 5.442.530 euros y la concesión de un suplemento de crédito en el Ministerio de Inclusión, Seguridad Social y Migraciones para la financiación de las prestaciones del síndrome tóxico.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251021-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251014-referencia-rueda-de-prensa-ministros.aspx,2025-10-14,Referencia del Consejo de Ministros,"El Consejo de Ministros ha aprobado un acuerdo por el que se modifican los límites para adquirir compromisos de gasto con cargo a ejercicios futuros en aplicación de lo dispuesto en el artículo 47 de la Ley 47/2003, de 26 de noviembre, General Presupuestaria, a fin de posibilitar al Ministerio de Transportes y Movilidad Sostenible suscribir la adenda número 2 al convenio por el que se regula la gestión de la explotación de autopistas de titularidad estatal.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251014-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20251007-referencia-rueda-de-prensa-ministros.aspx,2025-10-07,Referencia del Consejo de Ministros,"El Consejo de Ministros ha aprobado la aplicación del Fondo de Contingencia por importe de 1.157.142,09 euros y la concesión de un suplemento de crédito en el Ministerio de Política Territorial y Memoria Democrática para conceder y pagar al Ayuntamiento de Tazacorte una subvención complementaria para dar cumplimiento a lo dispuesto en el Real Decreto-ley 20/2021, de 5 de octubre, como consecuencia de las erupciones volcánicas en la isla de La Palma, y para la reconstrucción económica y social de la isla.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20251007-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20250930-referencia-rueda-de-prensa-ministros.aspx,2025-09-30,Referencia Consejo de Ministros,"El Consejo de Ministros ha aprobado la aplicación del Fondo de Contingencia por importe de 266.521,6 euros y la concesión de un suplemento de crédito en el Ministerio de Política Territorial y Memoria Democrática para financiar gastos del personal interino nombrado en la Delegación del Gobierno de la Comunitat Valenciana para continuar dando respuesta a los daños causados por la Depresión Aislada en Niveles Altos (DANA) en diferentes municipios entre el 28 de octubre y el 4 de noviembre de 2024.",moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20250930-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,moncloa:moncloa_referencias:referencia:20250923-referencia-rueda-de-prensa-ministros.aspx,2025-09-23,Referencia Consejo de Ministros,,moncloa_referencias,https://www.lamoncloa.gob.es/consejodeministros/referencias/paginas/2025/20250923-referencia-rueda-de-prensa-ministros.aspx,moncloa,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:exp_2026_0003:902ce203059f,,Suministro de equipos de red,Ministerio de Inclusion | 32420000,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=exp0003&numexp=EXP-2026-0003,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:exp_2026_0002:6ed468ccb4c2,,Contrato de servicios - Expediente: EXP-2026-0002,Agencia Estatal de Administracion Tributaria | 72262000,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=exp0002,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:exp_2026_0001:4b7d196e3266,,Licitacion abierta - Expediente: EXP-2026-0001,Ministerio de Transportes y Movilidad Sostenible | 45233100,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=exp0001,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_9528219:8566a5feecda,,"La prestación del servicio de inspección, mantenimiento preventivo y técnico legal de los equipos de climatización y de las instalaciones eléctricas de baja tensión, instalados en las oficinas de SEISA ubicadas en Madrid, Sevilla, Valencia y Valladolid.",,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zb9cOPI%2B5CYBPRBxZ4nJ%2Fg%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_7140663:58062248822b,,Servicio de limpieza para las oficinas de SEIASA en Sevilla.,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ih%2FOljO7kzESugstABGr5A%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048381:2d017853fe4d,,"Contratación de los servicios de desarrollo, implantación y soporte del sistema de explotación de datos oncohematológicos de la Conselleria de Sanitat.",,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=RtxLiTc%2FIhczjChw4z%2FXvw%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048380:362c33707dfb,,Suministro de un (1) motor quirúrgico eléctrico específico para la especialidad médica de neurocirugía,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=WLk78TZQsbOzz8fXU2i3eQ%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048379:fa98358a6778,,Contrato para suministro de licencias por dispositivos y control de la red soportados por una única consola de administración para la implementación de un sistema integral de ciberseguridad.,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=H%2BfCm097hVG7JOCXkOhcDg%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048378:125a610b595d,,Servicio de agencia de viajes para misión inversa de compradores sector moda Castilla- La Mancha 2026,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=alcMyAQMnf9QFSeKCRun4Q%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048377:dded0d6c56a2,,"Contrato de obras para la construcción de una piscina infantil y un edificio desrinado a vestuarios, vestíbulo, oficinas y alamacén, en el muncipio de Villalba del Alcor, Provincia de Huelva. Plan de asistencia y coordionación económica Tu Diputación Invierte",,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=U06jwRWXek4adbH3CysQuQ%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048376:6c5d8813b737,,Suministro de reactivos generales del Centro de Investigación y Control de la Calidad,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ons6g1r7zyV%2FR5QFTlaM4A%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048375:e029b886dbbb,,Suministro de licencias del Software Power BI Pro y Premium.,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=RtYwHnIInVhVYjgxA4nMUw%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048374:8e0731a94711,,Acuerdo marco para la contratación del suministro de materiales para el Ayuntamiento de Cerdedo-Cotobade -LOTE 1: Hormigón -LOTE 2: Materiales de construcción -LOTE 3: material eléctrico -LOTE 4: productos de limpieza,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=nYw%2FdHEOfju8ebB%2FXTwy0A%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048373:d53a9f64637b,,Obras de ejecución del proyecto simplificado de subsanación de las deficiencias detectadas por mantenedor en las instalaciones de protección contra incendios de la estación de Pamplona,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=s2gFGVraA1WGCFcHcNGIlQ%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
factory-20260219-lane_e-001,money:placsp:placsp_sindicacion:expediente:contrataciondelestadoes_sindicacion_licitacionesperfilcontratante_19048372:1eabc2d80804,,Aprovechamiento de caza Puebla de Valles M.U.P. 330,,placsp_contratacion,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6DIER3FwvVFrSd8H4b2soA%3D%3D,placsp,"[""vivienda"", ""empleo"", ""sanidad"", ""educacion"", ""coste_vida"", ""energia"", ""transporte"", ""seguridad_justicia"", ""inmigracion"", ""corrupcion"", ""campo_rural"", ""igualdad""]"
