sample_id,party_name,source_url,evidence_id,excerpt,manual_label,manual_note
S011,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560855,os enemigos de los trabajadores del campo son los politicos que utilizan el agua como excusa para no invertir dinero en infraestructuras hidricas enfrentando unas regiones con otras por un bien tan esencial como el agua impulsaremos un plan nacional del agua bajo los principios de solidaridad y bien 41 programa economi,true_positive,propuesta programatica accionable en concern relevante
S012,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560857,ades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y de educacion sin perjuicio de que el objetivo ultimo de vox sea la recuperacion completa de todas estas competencias y la el,true_positive,propuesta programatica accionable en concern relevante
S013,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560858,stracion publica reducir drasticamente todo el gasto de la administracion territorial del estado las transferencias a comunidades autonomas y administraciones locales se limitaran al minimo constitucionalmente permitido crear una central de compras nacional para todos los sistemas autonomicos sanitarios farmaceuticos y,true_positive,propuesta programatica accionable en concern relevante
S014,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560859,6 industria 16 7 campo 18 8 servicios 20 por que somos mas pobres 22 1 co2 pacto verde deslocalizacion de la produccion competencia desleal 22 2 fiscalidad gasto 25 3 inmigracion coste 28 4 vivienda 5 30 programa economico y de vivienda que debemos hacer para dejar de serlo el hexagono de la prosperidad i 35 reduccion ,false_positive,TOC/bloque indice numerico sin propuesta accionable (reducion nominal espuria)
S015,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560862,ceder a tramitar de forma preferente y urgente la inmediata expulsion de todos los inmigrantes que accedan ilegalmente a nuestra nacion de aquellos inmigrantes legales que cometan delitos graves o hagan del delito leve su forma de vida asi como de aquellos que decidan no integrarse con ese criterio revisar todas las re,true_positive,propuesta programatica accionable en concern relevante
S016,VOX,https://www.voxespana.es/wp-content/uploads/2025/10/Programa-WEB-021025.pdf,1560864,e anos de la familia en espana como principales criterios de asignacion de viviendas en el alquiler prohibir el arrendamiento a inmigrantes ilegales y perseguir el empadronamiento fraudulento de los mismos en la compra atajar la adquisicion masiva de vivienda por capital extranjero estableciendo una fiscalidad diferenc,true_positive,propuesta programatica accionable en concern relevante
S017,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560925,ion de primera de vivienda por jovenes o personas con discapacidad pagina 38 de 125 adquisicion de vivienda por parte de mujeres victimas de violencia de genero adquisicion de viviendas en nucleos rurales adquisicion de vivienda por familias numerosas con ampliacion de superficie habitable 2 establecer un tipo general ,true_positive,propuesta programatica accionable en concern relevante
S018,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560926,a los trabajadores desempleados 5 de igual modo reforzaremos las funciones de orientacion desempenadas por asociaciones y entidades sin animo de lucro que veran ampliadas sus competencias y asignaciones presupuestarias impulsaremos tambien el papel de las medidas de acompanamiento al empleo de esta forma se completara ,true_positive,propuesta programatica accionable en concern relevante
S019,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560927,o boton sos etc 11 reforzaremos las plantillas de acuerdo a la normativa vigente sobre contratacion para garantizar la cobertura asistencial adecuada en cada nivel con el objetivo de no sobrecargar a los trabajadores 12 impulsaremos la implantacion definitiva de las diferentes especialidades de enfermeria geriatria sal,true_positive,propuesta programatica accionable en concern relevante
S020,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560928,or anadido del producto y la localizacion de las empresas en el territorio del principado de asturias 3 incentivar la innovacion tecnologica en las fases de transformacion y comercializacion de los productos pesqueros 4 facilitar el acercamiento de las empresas de transformacion y comercializacion de los productos pesq,true_positive,propuesta programatica accionable en concern relevante
S021,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560929,stas zonas tambien deben estar dotadas de redes de servicios adecuadas y a precios competitivos todos estos factores son decisivos para la localizacion de nuevas iniciativas empresariales capaces de atraer inversiones 4 promoveremos un nuevo marco regulatorio energetico que sea estable a precios competitivos y duradero,true_positive,propuesta programatica accionable en concern relevante
S022,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560930,icas que llegue a todos los lugares sin ella solo habra desertizacion empresarial fuera de los grandes nucleos implicar y formar a los empleados publicos un activo fundamental sin los cuales no se podra llevara a cabo 6 impulsaremos una administracion menos burocratizada con una ambiciosa reforma que garantice la simpl,true_positive,propuesta programatica accionable en concern relevante
S023,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560931,asi como el desarrollo de la geotermia a partir de los pagina 24 de 125 millones de m3 de aguas subterraneas embalsadas en el fondo de pozos mineros abandonados proximos a posibles puntos de consumo de calor acciones a impulsar y o potenciar en las areas de transporte y distribucion 1 resolver las notables deficiencias,true_positive,propuesta programatica accionable en concern relevante
S024,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560932,a base de los siguientes principios un servicio publico de calidad al servicio de los administrados una justicia profesional y altamente cualificada y una justicia tecnologicamente avanzada para ello desde foro asturias proponemos 1 elevar justicia al rango de consejeria para poner de relieve la asuncion de las compete,true_positive,propuesta programatica accionable en concern relevante
S025,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560934,istracion publica 5 suprimira aquellos organismos entidades y empresas publicas que no descansen en la racionalidad economica o administrativa o que supongan una disminucion de la transparencia sin que ello perjudique la prestacion de los servicios publicos 14 rtpa foro asturias velara por la calidad y mejorara la efic,true_positive,propuesta programatica accionable en concern relevante
S026,FORO Asturias,https://foroasturias.es/wp-content/uploads/2023/05/Programa-electoral-FORO-Asturias-20232027.pdf,1560935,turismo que antes se indico 2 dirigiremos un programa de capacitacion integral al personal idiomas tics venta trato con el cliente etc mediante acciones de formacion y reciclaje profesional mejorando el servicio en este campo las asociaciones y colectivos profesionales deberian jugar un papel fundamental canalizador bi,true_positive,propuesta programatica accionable en concern relevante
S027,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560844,force within the european commission and european council it is also largely represented on the ground at local and regional level more than any other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first and second c,true_positive,propuesta programatica accionable en concern relevante
S028,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560846,reasingly complex cross border and multi faceted crises that often occur simultaneously we want to create a civil protection union force linked to strategic reserves of food water medicines and medical equipment in a spirit of solidarity to support our member states in times of crisis fires that destroy our forests and,true_positive,propuesta programatica accionable en concern relevante
S029,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560847,king at the risks to and needs of each ecosystem in this transition the core aim will be to support every sector in building its business model for the decarbonisation of industry because we believe that this transition is essential for our future competitiveness in europe from wind to steel from batteries to electric ,true_positive,propuesta programatica accionable en concern relevante
S030,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560848,r food supply in the long term climate protection biodiversity and sustainable landscape conservation can be achieved only with and not against farmers protecting biodiversity and precious resources such as water air and forests is our insurance for the future we want to strengthen europes resilience to droughts which ,true_positive,propuesta programatica accionable en concern relevante
S031,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1560849,ations of european integration our europe has always relied on shared energy today with the consequences of the russian war of aggression in ukraine and the systemic competition with china this is all the more important we will invest more in the development of electricity and gas network interconnections between eu me,true_positive,propuesta programatica accionable en concern relevante
S032,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1561134,the ground at local and regional level more than any other party in europe through structural and cohesion policies for example we will focus on closing the gap between rural and urban areas there should be no first and second class citizens we want to close economic social and territorial disparities regional and loca,true_positive,propuesta programatica accionable en concern relevante
S033,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1561139,with the consequences of the russian war of aggression in ukraine and the systemic competition with china this is all the more important we will invest more in the development of electricity and gas network interconnections between eu member states in order to create a more united and efficient energy union we will enc,true_positive,propuesta programatica accionable en concern relevante
S034,PP,https://www.pp.es/storage/2025/09/Manifesto_2024.pdf,1561144,ung people have a chance to effectively start their lives and build their careers we will continue to combat youth unemployment expand erasmus especially to young people living in rural areas and strengthen discover eu in order to offer every young european a chance to travel across europe and to discover our european ,true_positive,propuesta programatica accionable en concern relevante
S035,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561266,e poder lograr su desarrollo personal en libertad e igualdad independientemente de su origen genero edad raza orientacion sexual nacionalidad religion creencias situacion social o salud justicia 117 a partir de la idea de justicia se deriva el hecho que es preciso garantizar en todo momento las condiciones necesarias p,true_positive,propuesta programatica accionable en concern relevante
S036,PP,https://www.pp.es/storage/2023/11/es_platform_final62_0.pdf,1561267,ntre los jovenes al mismo tiempo europa debe intensificar los incentivos a las personas de mas talento a fin de disminuir la fuga de cerebros hacia el otro lado del atlantico educacion e investigacion 343 creemos que la educacion superior debe ser un asunto politico fundamental a nivel de la ue ya que es la unica maner,true_positive,propuesta programatica accionable en concern relevante
